family,map,load_factor,speed_mps,scenario_index,seed,reference,baseline,g31_cell_id,baseline_cell_id,g31_state,baseline_state,pair_status,tht_pair_eligible,g31_TH,baseline_TH,g31_benefit_TH,g31_benefit_TH_percent,g31_completion_rate,baseline_completion_rate,g31_benefit_completion_rate,g31_benefit_completion_rate_percent,g31_success_std_rate,baseline_success_std_rate,g31_benefit_success_std_rate,g31_benefit_success_std_rate_percent,g31_success_paper_literal_rate,baseline_success_paper_literal_rate,g31_benefit_success_paper_literal_rate,g31_benefit_success_paper_literal_rate_percent,g31_tht_D_min_seconds,baseline_tht_D_min_seconds,g31_benefit_tht_D_min_seconds,g31_benefit_tht_D_min_seconds_percent,g31_tht_D_mean_seconds,baseline_tht_D_mean_seconds,g31_benefit_tht_D_mean_seconds,g31_benefit_tht_D_mean_seconds_percent,g31_tht_D_max_seconds,baseline_tht_D_max_seconds,g31_benefit_tht_D_max_seconds,g31_benefit_tht_D_max_seconds_percent,g31_tht_native_min_seconds,baseline_tht_native_min_seconds,g31_benefit_tht_native_min_seconds,g31_benefit_tht_native_min_seconds_percent,g31_tht_native_mean_seconds,baseline_tht_native_mean_seconds,g31_benefit_tht_native_mean_seconds,g31_benefit_tht_native_mean_seconds_percent,g31_tht_native_max_seconds,baseline_tht_native_max_seconds,g31_benefit_tht_native_max_seconds,g31_benefit_tht_native_max_seconds_percent
base,map2,2.0,3.0,0,308081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_map2_2x_v3p0_s308081_q00_g31,b_map2_2x_v3p0_s308081_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,map2,2.0,3.0,0,308081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_map2_2x_v3p0_s308081_q00_g31,b_map2_2x_v3p0_s308081_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,map2,2.0,3.0,0,333667,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_map2_2x_v3p0_s333667_q00_g31,b_map2_2x_v3p0_s333667_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,map2,2.0,3.0,0,333667,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_map2_2x_v3p0_s333667_q00_g31,b_map2_2x_v3p0_s333667_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,map2,2.0,3.0,0,333667,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_map2_2x_v3p0_s333667_q00_g31,b_map2_2x_v3p0_s333667_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,104729,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v1p5_s104729_q00_g31,b_nanning_1x_v1p5_s104729_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,104729,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v1p5_s104729_q00_g31,b_nanning_1x_v1p5_s104729_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,104729,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v1p5_s104729_q00_g31,b_nanning_1x_v1p5_s104729_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,130363,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v1p5_s130363_q00_g31,b_nanning_1x_v1p5_s130363_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,130363,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v1p5_s130363_q00_g31,b_nanning_1x_v1p5_s130363_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,130363,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v1p5_s130363_q00_g31,b_nanning_1x_v1p5_s130363_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,155921,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v1p5_s155921_q00_g31,b_nanning_1x_v1p5_s155921_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,155921,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v1p5_s155921_q00_g31,b_nanning_1x_v1p5_s155921_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,155921,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v1p5_s155921_q00_g31,b_nanning_1x_v1p5_s155921_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,181081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v1p5_s181081_q00_g31,b_nanning_1x_v1p5_s181081_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,181081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v1p5_s181081_q00_g31,b_nanning_1x_v1p5_s181081_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,181081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v1p5_s181081_q00_g31,b_nanning_1x_v1p5_s181081_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,205759,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v1p5_s205759_q00_g31,b_nanning_1x_v1p5_s205759_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,205759,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v1p5_s205759_q00_g31,b_nanning_1x_v1p5_s205759_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,205759,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v1p5_s205759_q00_g31,b_nanning_1x_v1p5_s205759_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,232003,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v1p5_s232003_q00_g31,b_nanning_1x_v1p5_s232003_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,232003,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v1p5_s232003_q00_g31,b_nanning_1x_v1p5_s232003_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,232003,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v1p5_s232003_q00_g31,b_nanning_1x_v1p5_s232003_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,257053,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v1p5_s257053_q00_g31,b_nanning_1x_v1p5_s257053_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,257053,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v1p5_s257053_q00_g31,b_nanning_1x_v1p5_s257053_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,257053,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v1p5_s257053_q00_g31,b_nanning_1x_v1p5_s257053_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,283303,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v1p5_s283303_q00_g31,b_nanning_1x_v1p5_s283303_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,283303,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v1p5_s283303_q00_g31,b_nanning_1x_v1p5_s283303_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,283303,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v1p5_s283303_q00_g31,b_nanning_1x_v1p5_s283303_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,308081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v1p5_s308081_q00_g31,b_nanning_1x_v1p5_s308081_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,308081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v1p5_s308081_q00_g31,b_nanning_1x_v1p5_s308081_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,308081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v1p5_s308081_q00_g31,b_nanning_1x_v1p5_s308081_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,333667,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v1p5_s333667_q00_g31,b_nanning_1x_v1p5_s333667_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,333667,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v1p5_s333667_q00_g31,b_nanning_1x_v1p5_s333667_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,1.5,0,333667,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v1p5_s333667_q00_g31,b_nanning_1x_v1p5_s333667_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,104729,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v2p5_s104729_q00_g31,b_nanning_1x_v2p5_s104729_q00_hca,MISSING,COMPLETE,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,104729,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v2p5_s104729_q00_g31,b_nanning_1x_v2p5_s104729_q00_dh,MISSING,COMPLETE,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,104729,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v2p5_s104729_q00_g31,b_nanning_1x_v2p5_s104729_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,130363,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v2p5_s130363_q00_g31,b_nanning_1x_v2p5_s130363_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,130363,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v2p5_s130363_q00_g31,b_nanning_1x_v2p5_s130363_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,130363,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v2p5_s130363_q00_g31,b_nanning_1x_v2p5_s130363_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,155921,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v2p5_s155921_q00_g31,b_nanning_1x_v2p5_s155921_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,155921,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v2p5_s155921_q00_g31,b_nanning_1x_v2p5_s155921_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,155921,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v2p5_s155921_q00_g31,b_nanning_1x_v2p5_s155921_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,181081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v2p5_s181081_q00_g31,b_nanning_1x_v2p5_s181081_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,181081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v2p5_s181081_q00_g31,b_nanning_1x_v2p5_s181081_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,181081,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v2p5_s181081_q00_g31,b_nanning_1x_v2p5_s181081_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,205759,G31_S4_ADVERTISED_FAULT_REPAIR_V1,HCA_TIME_LABEL_REPAIR_V3,b_nanning_1x_v2p5_s205759_q00_g31,b_nanning_1x_v2p5_s205759_q00_hca,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,205759,G31_S4_ADVERTISED_FAULT_REPAIR_V1,FENG_DH_PAPER_SUITE_V6,b_nanning_1x_v2p5_s205759_q00_g31,b_nanning_1x_v2p5_s205759_q00_dh,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
base,nanning,1.0,2.5,0,205759,G31_S4_ADVERTISED_FAULT_REPAIR_V1,TARAU_DISTRIBUTED_2010_ADAPTED_ROUTE_ONLY,b_nanning_1x_v2p5_s205759_q00_g31,b_nanning_1x_v2p5_s205759_q00_tarau,MISSING,MISSING,INCOMPLETE,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
