schema,phase,case_id,candidate_id,framework_label,resource_label,scorer_label,pibt_label,control_label,resource_semantics_echo,scorer_mode_echo,pibt_mode_echo,pressure_mode_echo,admission_mode_echo,framework_mode_echo,pibt_max_depth_echo,max_events_echo,entry_headway_seconds_echo,pressure_weight_echo,pressure_age_weight_echo,pressure_distance_bias_echo,credit_validity_seconds_echo,credit_snapshot_max_age_seconds_echo,credit_capacity_per_edge_echo,credit_lifecycle_limit_echo,pibt_max_ready_bags_echo,pibt_max_local_resources_echo,pibt_max_candidates_per_bag_echo,legacy_pibt_lite_enabled_echo,fault_profile,size_segments,repeat_index,execution_status,gate_status,evidence_status,termination_reason,early_abort_status,blocker,summary_only,summary_only_contract_pass,decision_trace_stored_count,hold_trace_stored_count,input_order,prefix_selection,map_raw_sha256,map_semantic_sha256,source_raw_sha256,source_semantic_sha256,input_prefix_sha256,case_config_sha256,source_bundle_sha256,source_path_manifest_sha256,binary_sha256,loaded_cpp_binary_path,loaded_cpp_binary_sha256,binary_provenance_pass,executor_id,executor_source_sha256,deterministic_result_sha256,evidence_row_binding_sha256,repeat_consistency,primary_denominator,reported_mean_minutes,denominator_scope,selected_segment_count,selected_raw_bag_count,completed_segment_count,complete_raw_bag_count,failed_segment_count,completion_rate,comparison_eligible,original_entry_mean_minutes,original_entry_p95_seconds,original_entry_p99_seconds,java_release_mean_minutes,source_wait_mean_minutes,network_time_mean_minutes,total_system_time_mean_minutes,survivor_original_entry_mean_minutes,survivor_metric_comparison_allowed,v2_safe_original_entry_target_minutes,v2_safe_original_entry_gate,corrected_hca_original_entry_target_minutes,corrected_hca_original_entry_gate,matched_original_entry_performance_gate,processed_attempt_reference_minutes,processed_attempt_reference_comparable,processed_attempt_warning,conflict_count,unsafe_entry_count,runtime_full_astar_calls,global_reservation_scan_count,future_routes_stored,unresolved_deadlock_count,event_limit_reached,time_limit_reached,reservation_depth,local_queue_capacity,declared_max_events,max_edges_selected_per_bag_per_decision,max_edges_selected_per_arrive,max_actions_committed_per_pibt_batch,event_count,wall_seconds,peak_working_set_bytes,fault_affected_bag_count,fault_affected_completed_count,fault_policy_enabled_echo,sensor_loss_mode_used,fault_notification_drop_count,fault_physical_interlock_rejection_count,fault_physical_interlock_hold_count,fault_physical_interlock_reroute_count,fault_local_action_count,fault_local_hold_count,fault_reroute_count,fault_recovery_seconds_available,fault_recovery_seconds,repair_backlog_slope_available,repair_backlog_slope,unrecovered_window_seconds,fault_p95_delta_seconds,fault_p99_delta_seconds,credit_issued_count,credit_consumed_count,credit_expired_count,credit_fault_revocation_count,credit_generation_revocation_count,credit_local_hold_count,pibt_applicability_count,pibt_attempt_count,pibt_prepare_count,pibt_validate_count,pibt_commit_count,pibt_rollback_count,pibt_backtrack_count,pibt_wait_for_cycle_count,pibt_handoff_count,pibt_same_bag_fallback_count,route_change_count,route_oscillation_count,notes
czr005.g4irsf12.experiment_result.v4,G,G_c0,G_C0,,R3,S0,P0,C0,R3_java_node_window_compatible,S0_current_handwritten,P0,off,off,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,bb67534ac399cc03205951c33070853a5164ec7cb6def7467c98fd0026702180,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,1469630893638cdd4e5c314c243df2fe41fe7374b78bb2fc1a82d31d6a6dfff8,b87ec4bf3662f090443a2eb30e57937a76d1886e4f4aa41a53a31b52863390ab,SINGLE_RESULT,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.2098333453199,10876.219158999997,11450.6729738,4.253699696115833,0.27899156319643426,3.9747081329193987,105.2098333453199,105.2098333453199,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,184021,0.2261914,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C0
czr005.g4irsf12.experiment_result.v4,G,G_c5,G_C5,,R3,S0,P0,C5,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,2,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,370cf0ba21182eacbfe4307da7eeef5a9ec0bed96d1e16bbf09213bbcab8dece,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,5656e2c1b17630dde8b6724bd216152340c31c66201aa295be5d1f775895d956,d1328b3eb94224cdea034e7e576198b398dbe1caff6e11d1545c9140374a43a7,MATCH,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.34129740803878,10889.329589999998,11452.242145199998,4.385163758834706,0.3386726690544412,4.046491089780265,105.34129740803878,105.34129740803878,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,205231,0.3187775,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,2085,2048,8,0,29,2268,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C5
czr005.g4irsf12.experiment_result.v4,G,G_c5,G_C5,,R3,S0,P0,C5,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,3,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,370cf0ba21182eacbfe4307da7eeef5a9ec0bed96d1e16bbf09213bbcab8dece,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,5656e2c1b17630dde8b6724bd216152340c31c66201aa295be5d1f775895d956,4ebf615f92c43f8f9e516466cb0e5dd980ca897fe68133816332c0b2de6e5d7c,MATCH,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.34129740803878,10889.329589999998,11452.242145199998,4.385163758834706,0.3386726690544412,4.046491089780265,105.34129740803878,105.34129740803878,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,205231,0.3235158,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,2085,2048,8,0,29,2268,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C5
czr005.g4irsf12.experiment_result.v4,G,G_c5,G_C5,,R3,S0,P0,C5,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,4,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,370cf0ba21182eacbfe4307da7eeef5a9ec0bed96d1e16bbf09213bbcab8dece,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,5656e2c1b17630dde8b6724bd216152340c31c66201aa295be5d1f775895d956,945cb13e53747457ed7607d0ae1c0ccb298504a95ecb73aa1d0813fc3542917c,MATCH,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.34129740803878,10889.329589999998,11452.242145199998,4.385163758834706,0.3386726690544412,4.046491089780265,105.34129740803878,105.34129740803878,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,205231,0.2920645,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,2085,2048,8,0,29,2268,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C5
czr005.g4irsf12.experiment_result.v4,G,G_c5,G_C5,,R3,S0,P0,C5,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,5,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,370cf0ba21182eacbfe4307da7eeef5a9ec0bed96d1e16bbf09213bbcab8dece,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,5656e2c1b17630dde8b6724bd216152340c31c66201aa295be5d1f775895d956,e9027356af5a0f5aa221fc7177baa94c9542990206d13368719b274d01b8a1cb,MATCH,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.34129740803878,10889.329589999998,11452.242145199998,4.385163758834706,0.3386726690544412,4.046491089780265,105.34129740803878,105.34129740803878,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,205231,0.3096943,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,2085,2048,8,0,29,2268,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C5
czr005.g4irsf12.experiment_result.v4,G,G_c5,G_C5,,R3,S0,P0,C5,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,8192,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,6e8c228d72108551631b7c598e0343bb1823a6ae9c1237fbd4d6b4b7eea810d1,370cf0ba21182eacbfe4307da7eeef5a9ec0bed96d1e16bbf09213bbcab8dece,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,6d3a5d317010ac00bbc58d413b70e816bdc39eb2186f87aefd481a6c34b035ab,2849a25f99c402582515498a0c67e61b5a7a1726560c3886296c6dd853d85de8,MATCH,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,8192,4898,8192,4898,0,1.0,True,57.39505226967803,9552.205234999998,11017.792169199989,4.640495001599229,0.539636155811896,4.100858845787333,57.39505226967803,57.39505226967803,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,855817,1.5298012,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,8856,8192,29,0,635,11360,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C5
czr005.g4irsf12.experiment_result.v4,G,G_c5,G_C5,,R3,S0,P0,C5,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,8192,2,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,6e8c228d72108551631b7c598e0343bb1823a6ae9c1237fbd4d6b4b7eea810d1,370cf0ba21182eacbfe4307da7eeef5a9ec0bed96d1e16bbf09213bbcab8dece,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,6d3a5d317010ac00bbc58d413b70e816bdc39eb2186f87aefd481a6c34b035ab,a8d3f097258f03fad965bef0451d8812e44f4ed8ed7532c898b19ee73a596fd8,MATCH,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,8192,4898,8192,4898,0,1.0,True,57.39505226967803,9552.205234999998,11017.792169199989,4.640495001599229,0.539636155811896,4.100858845787333,57.39505226967803,57.39505226967803,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,855817,1.4804965,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,8856,8192,29,0,635,11360,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C5
czr005.g4irsf12.experiment_result.v4,G,G_c5,G_C5,,R3,S0,P0,C5,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,8192,3,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,6e8c228d72108551631b7c598e0343bb1823a6ae9c1237fbd4d6b4b7eea810d1,370cf0ba21182eacbfe4307da7eeef5a9ec0bed96d1e16bbf09213bbcab8dece,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,6d3a5d317010ac00bbc58d413b70e816bdc39eb2186f87aefd481a6c34b035ab,ff383ea1ed0f81fb99d055db1997b0b6bfe1f9445f186447a9575f75d3e892f6,MATCH,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,8192,4898,8192,4898,0,1.0,True,57.39505226967803,9552.205234999998,11017.792169199989,4.640495001599229,0.539636155811896,4.100858845787333,57.39505226967803,57.39505226967803,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,855817,1.4030095,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,8856,8192,29,0,635,11360,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C5
czr005.g4irsf12.experiment_result.v4,G,G_c5,G_C5,,R3,S0,P0,C5,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,8192,4,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,6e8c228d72108551631b7c598e0343bb1823a6ae9c1237fbd4d6b4b7eea810d1,370cf0ba21182eacbfe4307da7eeef5a9ec0bed96d1e16bbf09213bbcab8dece,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,6d3a5d317010ac00bbc58d413b70e816bdc39eb2186f87aefd481a6c34b035ab,f84a7600ca9682da6000c121827dee85e61435359d2391a790ef579ca5ccb1c9,MATCH,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,8192,4898,8192,4898,0,1.0,True,57.39505226967803,9552.205234999998,11017.792169199989,4.640495001599229,0.539636155811896,4.100858845787333,57.39505226967803,57.39505226967803,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,855817,1.4114632,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,8856,8192,29,0,635,11360,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C5
czr005.g4irsf12.experiment_result.v4,G,G_c5,G_C5,,R3,S0,P0,C5,R3_java_node_window_compatible,S0_current_handwritten,P0,goal_conditioned_differential,expiring_first_edge_credit,event_loop_one_step,0,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,8192,5,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,6e8c228d72108551631b7c598e0343bb1823a6ae9c1237fbd4d6b4b7eea810d1,370cf0ba21182eacbfe4307da7eeef5a9ec0bed96d1e16bbf09213bbcab8dece,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,6d3a5d317010ac00bbc58d413b70e816bdc39eb2186f87aefd481a6c34b035ab,420e886e3100c49e90b5e401c339d43209d457c697c6e231f287d4a733c03519,MATCH,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,8192,4898,8192,4898,0,1.0,True,57.39505226967803,9552.205234999998,11017.792169199989,4.640495001599229,0.539636155811896,4.100858845787333,57.39505226967803,57.39505226967803,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,855817,1.4076671,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,8856,8192,29,0,635,11360,0,0,0,0,0,0,0,0,0,0,0,0,predeclared pressure/admission ablation C5
czr005.g4irsf12.experiment_result.v4,G,G_c6,G_C6,,R3,S0,P2,C6,R3_java_node_window_compatible,S0_current_handwritten,P2,goal_conditioned_differential,expiring_first_edge_credit,event_loop_one_step,2,20000000,0.001,2.0,0.05,0.25,1.0,1.0,1,512,8,32,8,False,no_fault,2048,1,EXECUTED,PASS,EXECUTED_RESULT_VALIDATED,DRAINED,,,True,True,0,0,canonical_inputdata_jsonl_row_order,first_n_segments_without_reordering,9e8c5a236869336cf4c05a09a8ce0554f440eb45a6896972fc54116bcf78bbb4,67266b1746f64ae40b4b1b52a8a74eedc6338c90b646708db2dc29e93c514c63,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,968d2c876fcbf03c5b25c8e865ccd469431af3ddbf59dc9ebe073752bd93678f,31bec045246d69379fdb997da4cfb56ac8d8e057a5fd870083c492a5ae41cde4,17df95e75bb858d913e4291fdbfc7a754ccf72d769ac433afc203e7c4c8c45d8,eca01993a9094c8e86558d15246628acd3162d5d769916ded6365ec6437f0df7,720843eb169dc451d8949c4d6b4d8dec8f3d43a6288492c5d23ef8321a712c3b,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,C:/PROGRAMING/czr005/build_g4irsf12/python/czr005_cpp.cp311-win_amd64.pyd,82f15f08a8cff0e887447f017f0aa03fffabe9bfb3a79a563b16d779219d8222,True,czr005.cpp_backend:g4irsf11_event_runtime_from_records,e1b59eecded76f59991a9276f614aea747a573dbaffdf2139cfd9b6096b69971,ed57da4d15f45fbd41a0c1bbc7d2035c9813d62e7d64bf13692ab53711d53fca,a4ffb73b1ee35d41aa0962ea8c7e37ca56452b9ff394877cdaaacb17854bca40,MATCH,original_entry_time_tth,,selected raw task_id population; every selected protected segment; primary metrics require complete selected-prefix drainage,2048,1047,2048,1047,0,1.0,True,105.34129740803878,10889.329589999998,11452.242145199998,4.385163758834706,0.3386726690544412,4.046491089780265,105.34129740803878,105.34129740803878,False,,,,,,,,,0,0,0,0,0,0,False,False,1,32,20000000,1,1,0,205231,0.4606881,,0,0,True,False,0,0,0,0,0,0,0,False,,False,,,,,2085,2048,8,0,29,2268,40,40,0,0,0,0,40,0,0,0,0,0,predeclared pressure/admission ablation C6
