task_id,expected_segment_count,returned_segment_count,completed_segment_count,complete,original_entry_time_tth_seconds,java_release_time_tth_seconds,scheduled_pre_release_wait_seconds,source_wait_seconds,network_time_seconds,total_system_time_seconds,observed_original_entry_seconds,observed_java_release_seconds,observed_source_wait_seconds,observed_network_time_seconds
17,2,2,2,True,10857.52618,239.00400000000081,10618.52218,0.5,238.50400000000081,10857.52618,10857.52618,239.00400000000081,0.5,238.50400000000081
18,2,2,2,True,10850.44753,234.5540000000001,10615.89353,0.75,233.8040000000001,10850.44753,10850.44753,234.5540000000001,0.75,233.8040000000001
19,2,2,2,True,11749.09285,235.90400000000045,11513.18885,0.0,235.90400000000045,11749.09285,11749.09285,235.90400000000045,0.0,235.90400000000045
20,2,2,2,True,11459.100729999998,247.2039999999979,11211.89673,0.0,247.2039999999979,11459.100729999998,11459.100729999998,247.2039999999979,0.0,247.2039999999979
21,2,2,2,True,11447.81423,237.25400000000081,11210.56023,0.25,237.00400000000081,11447.81423,11447.81423,237.25400000000081,0.25,237.00400000000081
22,2,2,2,True,9780.026349999998,192.80399999999827,9587.22235,0.25,192.55399999999827,9780.026349999998,9780.026349999998,192.80399999999827,0.25,192.55399999999827
23,2,2,2,True,10840.408589999997,192.25399999999718,10648.15459,0.5,191.75399999999718,10840.408589999997,10840.408589999997,192.25399999999718,0.5,191.75399999999718
24,2,2,2,True,11140.92104,195.40399999999863,10945.51704,0.25,195.15399999999863,11140.92104,11140.92104,195.40399999999863,0.25,195.15399999999863
25,2,2,2,True,10826.237639999998,194.05399999999827,10632.18364,0.75,193.30399999999827,10826.237639999998,10826.237639999998,194.05399999999827,0.75,193.30399999999827
26,2,2,2,True,9678.10168,247.4360199999992,9430.66566,0.75,246.6860199999992,9678.10168,9678.10168,247.4360199999992,0.75,246.6860199999992
27,2,2,2,True,8428.491969999997,199.00399999999718,8229.48797,2.5,196.50399999999718,8428.491969999997,8428.491969999997,199.00399999999718,2.5,196.50399999999718
28,2,2,2,True,8430.254409999998,203.40399999999863,8226.85041,2.75,200.65399999999863,8430.254409999998,8430.254409999998,203.40399999999863,2.75,200.65399999999863
29,2,2,2,True,10859.61418,233.0540000000001,10626.56018,1.0,232.0540000000001,10859.61418,10859.61418,233.0540000000001,1.0,232.0540000000001
30,2,2,2,True,10872.636539999996,247.30399999999645,10625.33254,1.25,246.05399999999645,10872.636539999996,10872.636539999996,247.30399999999645,1.25,246.05399999999645
31,2,2,2,True,10862.50952,238.65400000000045,10623.85552,1.5,237.15400000000045,10862.50952,10862.50952,238.65400000000045,1.5,237.15400000000045
32,2,2,2,True,10867.98085,246.75400000000081,10621.22685,1.75,245.00400000000081,10867.98085,10867.98085,246.75400000000081,1.75,245.00400000000081
33,2,2,2,True,11150.86417,232.3040000000001,10918.56017,0.5,231.8040000000001,11150.86417,11150.86417,232.3040000000001,0.5,231.8040000000001
34,2,2,2,True,8473.814389999998,256.4539999999979,8217.36039,3.0,253.4539999999979,8473.814389999998,8473.814389999998,256.4539999999979,3.0,253.4539999999979
35,2,2,2,True,11164.52537,249.8594899999989,10914.66588,0.75,249.1094899999989,11164.52537,11164.52537,249.8594899999989,0.75,249.1094899999989
36,2,2,2,True,9650.31619,236.90400000000045,9413.41219,1.0,235.90400000000045,9650.31619,9650.31619,236.90400000000045,1.0,235.90400000000045
37,2,2,2,True,10861.303159999996,249.30399999999645,10611.99916,2.0,247.30399999999645,10861.303159999996,10861.303159999996,249.30399999999645,2.0,247.30399999999645
38,2,2,2,True,11150.749510000001,240.00400000000081,10910.74551,1.0,239.00400000000081,11150.749510000001,11150.749510000001,240.00400000000081,1.0,239.00400000000081
39,2,2,2,True,11159.679759999997,250.4539999999979,10909.22576,1.25,249.2039999999979,11159.679759999997,11159.679759999997,250.4539999999979,1.25,249.2039999999979
40,2,2,2,True,9641.40956,233.5540000000001,9407.85556,1.25,232.3040000000001,9641.40956,9641.40956,233.5540000000001,1.25,232.3040000000001
41,2,2,2,True,9654.197400000001,199.40400000000045,9454.7934,1.0,198.40400000000045,9654.197400000001,9654.197400000001,199.40400000000045,1.0,198.40400000000045
42,2,2,2,True,9938.18847,192.80399999999827,9745.38447,0.25,192.55399999999827,9938.18847,9938.18847,192.80399999999827,0.25,192.55399999999827
43,2,2,2,True,9630.854379999997,196.00399999999718,9434.85038,1.25,194.75399999999718,9630.854379999997,9630.854379999997,196.00399999999718,1.25,194.75399999999718
44,2,2,2,True,7836.455099999999,204.40399999999863,7632.051100000001,3.25,201.15399999999863,7836.455099999999,7836.455099999999,204.40399999999863,3.25,201.15399999999863
45,2,2,2,True,10567.59285,238.40400000000045,10329.18885,1.5,236.90400000000045,10567.59285,10567.59285,238.40400000000045,1.5,236.90400000000045
46,2,2,2,True,8717.855189999998,193.80399999999827,8524.05119,0.5,193.30399999999827,8717.855189999998,8717.855189999998,193.80399999999827,0.5,193.30399999999827
47,2,2,2,True,10265.41619,244.00400000000081,10021.41219,2.25,241.75400000000081,10265.41619,10265.41619,244.00400000000081,2.25,241.75400000000081
48,2,2,2,True,10864.500809999998,244.60399999999754,10619.89681,0.0,244.60399999999754,10864.500809999998,10864.500809999998,244.60399999999754,0.0,244.60399999999754
49,2,2,2,True,9655.53285,236.8040000000001,9418.72885,1.5,235.3040000000001,9655.53285,9655.53285,236.8040000000001,1.5,235.3040000000001
50,2,2,2,True,9657.4829,241.40400000000045,9416.0789,1.75,239.65400000000045,9657.4829,9657.4829,241.40400000000045,1.75,239.65400000000045
51,2,2,2,True,10264.969819999997,250.30399999999645,10014.66582,2.5,247.80399999999645,10264.969819999997,10264.969819999997,250.30399999999645,2.5,247.80399999999645
52,2,2,2,True,10850.649510000001,237.25400000000081,10613.39551,0.25,237.00400000000081,10850.649510000001,10850.649510000001,237.25400000000081,0.25,237.00400000000081
53,2,2,2,True,10860.231039999999,248.2039999999979,10612.02704,0.5,247.7039999999979,10860.231039999999,10860.231039999999,248.2039999999979,0.5,247.7039999999979
54,2,2,2,True,10841.82618,231.3040000000001,10610.52218,0.75,230.5540000000001,10841.82618,10841.82618,231.3040000000001,0.75,230.5540000000001
55,2,2,2,True,10528.549500000001,234.8040000000001,10293.7455,1.75,233.0540000000001,10528.549500000001,10528.549500000001,234.8040000000001,1.75,233.0540000000001
56,2,2,2,True,10728.531599999998,246.60399999999754,10481.9276,1.0,245.60399999999754,10728.531599999998,10728.531599999998,246.60399999999754,1.0,245.60399999999754
57,2,2,2,True,7252.854349999998,202.00399999999718,7050.850350000001,3.5,198.50399999999718,7252.854349999998,7252.854349999998,202.00399999999718,3.5,198.50399999999718
58,2,2,2,True,9641.69905,201.65399999999863,9440.04505,2.75,198.90399999999863,9641.69905,9641.69905,201.65399999999863,2.75,198.90399999999863
59,2,2,2,True,9679.88085,242.65400000000045,9437.22685,3.0,239.65400000000045,9679.88085,9679.88085,242.65400000000045,3.0,239.65400000000045
60,2,2,2,True,7238.855209999998,206.80399999999827,7032.05121,3.75,203.05399999999827,7238.855209999998,7238.855209999998,206.80399999999827,3.75,203.05399999999827
61,2,2,2,True,9979.719889999997,249.05399999999645,9730.66589,2.0,247.05399999999645,9979.719889999997,9979.719889999997,249.05399999999645,2.0,247.05399999999645
62,2,2,2,True,9926.382359999998,197.00399999999718,9729.37836,2.25,194.75399999999718,9926.382359999998,9926.382359999998,197.00399999999718,2.25,194.75399999999718
63,2,2,2,True,9974.442840000002,245.25400000000081,9729.18884,2.5,242.75400000000081,9974.442840000002,9974.442840000002,245.25400000000081,2.5,242.75400000000081
64,2,2,2,True,9681.064229999998,255.7039999999979,9425.36023,3.25,252.4539999999979,9681.064229999998,9681.064229999998,255.7039999999979,3.25,252.4539999999979
65,2,2,2,True,9961.86623,237.8040000000001,9724.06223,2.75,235.0540000000001,9961.86623,9961.86623,237.8040000000001,2.75,235.0540000000001
66,2,2,2,True,10870.070669999997,247.5072199999977,10622.56345,0.0,247.5072199999977,10870.070669999997,10870.070669999997,247.5072199999977,0.0,247.5072199999977
67,2,2,2,True,11455.81618,234.40400000000045,11221.41218,0.0,234.40400000000045,11455.81618,11455.81618,234.40400000000045,0.0,234.40400000000045
68,2,2,2,True,9673.200819999996,253.30399999999645,9419.89682,3.5,249.80399999999645,9673.200819999996,9673.200819999996,253.30399999999645,3.5,249.80399999999645
69,2,2,2,True,9972.786579999998,255.4539999999979,9717.33258,3.0,252.4539999999979,9972.786579999998,9972.786579999998,255.4539999999979,3.0,252.4539999999979
70,2,2,2,True,8457.39752,241.50400000000081,8215.89352,1.5,240.00400000000081,8457.39752,8457.39752,241.50400000000081,1.5,240.00400000000081
71,2,2,2,True,10863.359019999996,248.66521999999713,10614.6938,0.25,248.41521999999713,10863.359019999996,10863.359019999996,248.66521999999713,0.25,248.41521999999713
72,2,2,2,True,8452.19952,238.8040000000001,8213.39552,1.75,237.0540000000001,8452.19952,8452.19952,238.8040000000001,1.75,237.0540000000001
73,2,2,2,True,7268.081009999996,256.05399999999645,7012.02701,4.0,252.05399999999645,7268.081009999996,7268.081009999996,256.05399999999645,4.0,252.05399999999645
74,2,2,2,True,9656.21418,245.65400000000045,9410.56018,3.75,241.90400000000045,9656.21418,9656.21418,245.65400000000045,3.75,241.90400000000045
75,2,2,2,True,8461.679829999997,252.4539999999979,8209.22583,2.0,250.4539999999979,8461.679829999997,8461.679829999997,252.4539999999979,2.0,250.4539999999979
76,2,2,2,True,9655.83259,247.75400000000081,9408.07859,4.0,243.75400000000081,9655.83259,9655.83259,247.75400000000081,4.0,243.75400000000081
77,2,2,2,True,9486.153189999999,206.15399999999863,9279.99919,4.25,201.90399999999863,9486.153189999999,9486.153189999999,206.15399999999863,4.25,201.90399999999863
78,2,2,2,True,8458.354060000001,206.00400000000081,8252.35006,2.0,204.00400000000081,8458.354060000001,8458.354060000001,206.00400000000081,2.0,204.00400000000081
79,2,2,2,True,10843.52185,192.80399999999827,10650.71785,0.25,192.55399999999827,10843.52185,10843.52185,192.80399999999827,0.25,192.55399999999827
80,2,2,2,True,10884.64222,234.8040000000001,10649.83822,0.5,234.3040000000001,10884.64222,10884.64222,234.8040000000001,0.5,234.3040000000001
81,2,2,2,True,10842.158719999998,194.00399999999718,10648.15472,0.75,193.25399999999718,10842.158719999998,10842.158719999998,194.00399999999718,0.75,193.25399999999718
82,2,2,2,True,9099.544559999997,256.60399999999754,8842.94056,4.5,252.10399999999754,9099.544559999997,9099.544559999997,256.60399999999754,4.5,252.10399999999754
83,2,2,2,True,6653.172839999997,210.46111999999812,6442.711719999999,4.25,206.21111999999812,6653.172839999997,6653.172839999997,210.46111999999812,4.25,206.21111999999812
84,2,2,2,True,8440.958599999998,200.80399999999827,8240.1546,2.25,198.55399999999827,8440.958599999998,8440.958599999998,200.80399999999827,2.25,198.55399999999827
85,2,2,2,True,8484.54751,244.65400000000045,8239.89351,2.5,242.15400000000045,8484.54751,8484.54751,244.65400000000045,2.5,242.15400000000045
86,2,2,2,True,10832.491829999997,195.00399999999718,10637.48783,1.0,194.00399999999718,10832.491829999997,10832.491829999997,195.00399999999718,1.0,194.00399999999718
87,2,2,2,True,8731.225309999998,196.40399999999863,8534.82131,0.5,195.90399999999863,8731.225309999998,8731.225309999998,196.40399999999863,0.5,195.90399999999863
88,2,2,2,True,9674.314170000001,239.75400000000081,9434.56017,1.25,238.50400000000081,9674.314170000001,9674.314170000001,239.75400000000081,1.25,238.50400000000081
89,2,2,2,True,7527.958619999998,195.80399999999827,7332.154619999999,0.75,195.05399999999827,7527.958619999998,7527.958619999998,195.80399999999827,0.75,195.05399999999827
90,2,2,2,True,9669.11618,237.0540000000001,9432.06218,1.5,235.5540000000001,9669.11618,9669.11618,237.0540000000001,1.5,235.5540000000001
91,2,2,2,True,9679.167299999997,248.60399999999754,9430.5633,1.75,246.85399999999754,9679.167299999997,9679.167299999997,248.60399999999754,1.75,246.85399999999754
92,2,2,2,True,11462.90884,234.40400000000045,11228.50484,0.0,234.40400000000045,11462.90884,11462.90884,234.40400000000045,0.0,234.40400000000045
93,2,2,2,True,11162.582840000001,238.50400000000081,10924.07884,0.0,238.50400000000081,11162.582840000001,11162.582840000001,238.50400000000081,0.0,238.50400000000081
94,2,2,2,True,9670.863139999996,248.30399999999645,9422.55914,2.0,246.30399999999645,9670.863139999996,9670.863139999996,248.30399999999645,2.0,246.30399999999645
95,2,2,2,True,9064.19952,242.8040000000001,8821.39552,4.75,238.0540000000001,9064.19952,9064.19952,242.8040000000001,4.75,238.0540000000001
96,2,2,2,True,9672.703249999999,252.7039999999979,9419.99925,2.25,250.4539999999979,9672.703249999999,9672.703249999999,252.7039999999979,2.25,250.4539999999979
97,2,2,2,True,8465.6215,247.09931999999935,8218.52218,2.75,244.34931999999935,8465.6215,8465.6215,247.09931999999935,2.75,244.34931999999935
98,2,2,2,True,10869.015229999999,251.7849899999983,10617.23024,1.25,250.5349899999983,10869.015229999999,10869.015229999999,251.7849899999983,1.25,250.5349899999983
99,2,2,2,True,10859.397560000001,243.50400000000081,10615.89356,1.5,242.00400000000081,10859.397560000001,10859.397560000001,243.50400000000081,1.5,242.00400000000081
100,2,2,2,True,11158.617489999997,244.05399999999645,10914.56349,0.25,243.80399999999645,11158.617489999997,11158.617489999997,244.05399999999645,0.25,243.80399999999645
101,2,2,2,True,10851.03086,237.8040000000001,10613.22686,1.75,236.0540000000001,10851.03086,10851.03086,237.8040000000001,1.75,236.0540000000001
102,2,2,2,True,9072.096429999998,260.2039999999979,8811.89243,5.0,255.2039999999979,9072.096429999998,9072.096429999998,260.2039999999979,5.0,255.2039999999979
103,2,2,2,True,9351.25952,243.40400000000045,9107.85552,3.25,240.15400000000045,9351.25952,9351.25952,243.40400000000045,3.25,240.15400000000045
104,2,2,2,True,9044.719500000001,248.15400000000045,8796.5655,5.25,242.90400000000045,9044.719500000001,9044.719500000001,248.15400000000045,5.25,242.90400000000045
105,2,2,2,True,11015.93179,238.00400000000081,10777.92779,0.5,237.50400000000081,11015.93179,11015.93179,238.00400000000081,0.5,237.50400000000081
106,2,2,2,True,6380.2617299999965,258.2539999999972,6122.007729999999,4.5,253.75399999999718,6380.2617299999965,6380.2617299999965,258.2539999999972,4.5,253.75399999999718
107,2,2,2,True,6376.1726599999965,259.2539999999972,6116.918659999999,4.75,254.50399999999718,6376.1726599999965,6376.1726599999965,259.2539999999972,4.75,254.50399999999718
108,2,2,2,True,6284.394979999997,206.7039999999979,6077.690979999999,5.0,201.7039999999979,6284.394979999997,6284.394979999997,206.7039999999979,5.0,201.7039999999979
109,2,2,2,True,6280.304809999998,207.7039999999979,6072.60081,5.25,202.4539999999979,6280.304809999998,6280.304809999998,207.7039999999979,5.25,202.4539999999979
110,2,2,2,True,6276.415949999999,208.7039999999979,6067.711950000001,5.5,203.2039999999979,6276.415949999999,6276.415949999999,208.7039999999979,5.5,203.2039999999979
111,2,2,2,True,6272.295559999999,209.7039999999979,6062.591560000001,5.75,203.9539999999979,6272.295559999999,6272.295559999999,209.7039999999979,5.75,203.9539999999979
112,2,2,2,True,6267.995009999999,210.7039999999979,6057.291010000001,6.0,204.7039999999979,6267.995009999999,6267.995009999999,210.7039999999979,6.0,204.7039999999979
113,2,2,2,True,6263.904829999998,211.7039999999979,6052.20083,6.25,205.4539999999979,6263.904829999998,6263.904829999998,211.7039999999979,6.25,205.4539999999979
114,2,2,2,True,6241.846199999998,212.7039999999979,6029.1422,6.5,206.2039999999979,6241.846199999998,6241.846199999998,212.7039999999979,6.5,206.2039999999979
115,2,2,2,True,6284.229549999996,265.7539999999972,6018.475549999999,6.75,259.0039999999972,6284.229549999996,6284.229549999996,265.7539999999972,6.75,259.0039999999972
116,2,2,2,True,6184.141529999997,213.7039999999979,5970.437529999999,7.0,206.7039999999979,6184.141529999997,6184.141529999997,213.7039999999979,7.0,206.7039999999979
117,2,2,2,True,6086.366809999998,214.7039999999979,5871.66281,7.25,207.4539999999979,6086.366809999998,6086.366809999998,214.7039999999979,7.25,207.4539999999979
118,2,2,2,True,8464.575149999997,205.75399999999718,8258.82115,5.5,200.25399999999718,8464.575149999997,8464.575149999997,205.75399999999718,5.5,200.25399999999718
119,2,2,2,True,8755.25434,204.40399999999863,8550.85034,3.5,200.90399999999863,8755.25434,8755.25434,204.40399999999863,3.5,200.90399999999863
120,2,2,2,True,11143.021339999998,194.83749999999782,10948.18384,0.0,194.83749999999782,11143.021339999998,11143.021339999998,194.83749999999782,0.0,194.83749999999782
121,2,2,2,True,6060.021009999997,214.50399999999718,5845.51701,7.5,207.00399999999718,6060.021009999997,6060.021009999997,214.50399999999718,7.5,207.00399999999718
122,2,2,2,True,6061.754409999998,218.90399999999863,5842.850409999999,7.75,211.15399999999863,6061.754409999998,6061.754409999998,218.90399999999863,7.75,211.15399999999863
123,2,2,2,True,10886.40152,246.32266999999956,10640.07885,0.25,246.07266999999956,10886.40152,10886.40152,246.32266999999956,0.25,246.07266999999956
124,2,2,2,True,11138.228279999998,198.18318999999792,10940.04509,0.25,197.93318999999792,11138.228279999998,11138.228279999998,198.18318999999792,0.25,197.93318999999792
125,2,2,2,True,10887.519899999998,248.85399999999754,10638.6659,0.5,248.35399999999754,10887.519899999998,10887.519899999998,248.85399999999754,0.5,248.35399999999754
126,2,2,2,True,10830.521089999997,193.00399999999718,10637.51709,0.75,192.25399999999718,10830.521089999997,10830.521089999997,193.00399999999718,0.75,192.25399999999718
127,2,2,2,True,10278.592840000001,241.40400000000045,10037.18884,2.0,239.40400000000045,10278.592840000001,10278.592840000001,241.40400000000045,2.0,239.40400000000045
128,2,2,2,True,6104.581089999996,268.55399999999645,5836.02709,8.0,260.55399999999645,6104.581089999996,6104.581089999996,268.55399999999645,8.0,260.55399999999645
129,2,2,2,True,6054.725269999999,219.90399999999863,5834.82127,8.25,211.65399999999863,6054.725269999999,6054.725269999999,219.90399999999863,8.25,211.65399999999863
130,2,2,2,True,9683.286489999999,249.9539999999979,9433.33249,0.5,249.4539999999979,9683.286489999999,9683.286489999999,249.9539999999979,0.5,249.4539999999979
131,2,2,2,True,8440.708499999999,208.55399999999827,8232.1545,5.75,202.80399999999827,8440.708499999999,8440.708499999999,208.55399999999827,5.75,202.80399999999827
132,2,2,2,True,7284.553369999996,253.8874399999968,7030.665929999999,2.25,251.6374399999968,7284.553369999996,7284.553369999996,253.8874399999968,2.25,251.6374399999968
133,2,2,2,True,7275.649500000001,246.25400000000081,7029.3955000000005,2.5,243.75400000000081,7275.649500000001,7275.649500000001,246.25400000000081,2.5,243.75400000000081
134,2,2,2,True,9674.831119999997,246.80399999999645,9428.02712,0.75,246.05399999999645,9674.831119999997,9674.831119999997,246.80399999999645,0.75,246.05399999999645
135,2,2,2,True,8474.11418,247.5540000000001,8226.56018,6.0,241.5540000000001,8474.11418,8474.11418,247.5540000000001,6.0,241.5540000000001
136,2,2,2,True,8782.679699999999,257.4539999999979,8525.2257,3.75,253.7039999999979,8782.679699999999,8782.679699999999,257.4539999999979,3.75,253.7039999999979
137,2,2,2,True,8477.00951,253.15400000000045,8223.85551,6.25,246.90400000000045,8477.00951,8477.00951,253.15400000000045,6.25,246.90400000000045
138,2,2,2,True,8486.163169999998,263.60399999999754,8222.55917,6.5,257.10399999999754,8486.163169999998,8486.163169999998,263.60399999999754,6.5,257.10399999999754
139,2,2,2,True,10861.406840000001,240.00400000000081,10621.40284,1.0,239.00400000000081,10861.406840000001,10861.406840000001,240.00400000000081,1.0,239.00400000000081
140,2,2,2,True,7258.888850000001,240.1436700000013,7018.74518,2.75,237.3936700000013,7258.888850000001,7258.888850000001,240.1436700000013,2.75,237.3936700000013
141,2,2,2,True,10864.279829999996,247.05399999999645,10617.22583,1.25,245.80399999999645,10864.279829999996,10864.279829999996,247.05399999999645,1.25,245.80399999999645
142,2,2,2,True,8773.119839999998,258.4539999999979,8514.66584,4.0,254.4539999999979,8773.119839999998,8773.119839999998,258.4539999999979,4.0,254.4539999999979
143,2,2,2,True,8759.13084,245.90400000000045,8513.22684,4.25,241.65400000000045,8759.13084,8759.13084,245.90400000000045,4.25,241.65400000000045
144,2,2,2,True,8760.02619,249.50400000000081,8510.52219,4.5,245.00400000000081,8760.02619,8760.02619,249.50400000000081,4.5,245.00400000000081
145,2,2,2,True,10252.23305,245.00400000000081,10007.22905,2.25,242.75400000000081,10252.23305,10252.23305,245.00400000000081,2.25,242.75400000000081
146,2,2,2,True,8737.049500000001,243.3040000000001,8493.7455,4.75,238.5540000000001,8737.049500000001,8737.049500000001,243.3040000000001,4.75,238.5540000000001
147,2,2,2,True,8322.823989999997,263.60399999999754,8059.21999,6.75,256.85399999999754,8322.823989999997,8322.823989999997,263.60399999999754,6.75,256.85399999999754
148,2,2,2,True,8302.93784,249.0540000000001,8053.88384,7.0,242.0540000000001,8302.93784,8302.93784,249.0540000000001,7.0,242.0540000000001
149,2,2,2,True,6574.115929999998,196.2039999999979,6377.91193,1.0,195.2039999999979,6574.115929999998,6574.115929999998,196.2039999999979,1.0,195.2039999999979
150,2,2,2,True,6569.995549999998,197.2039999999979,6372.79155,1.25,195.9539999999979,6569.995549999998,6569.995549999998,197.2039999999979,1.25,195.9539999999979
151,2,2,2,True,6530.181529999998,198.2039999999979,6331.97753,1.5,196.7039999999979,6530.181529999998,6530.181529999998,198.2039999999979,1.5,196.7039999999979
152,2,2,2,True,5534.052059999998,218.7039999999979,5315.34806,8.5,210.2039999999979,5534.052059999998,5534.052059999998,218.7039999999979,8.5,210.2039999999979
153,2,2,2,True,7558.158599999997,194.00399999999718,7364.1546,0.75,193.25399999999718,7558.158599999997,7558.158599999997,194.00399999999718,0.75,193.25399999999718
154,2,2,2,True,10855.92097,194.40399999999863,10661.51697,0.0,194.40399999999863,10855.92097,10855.92097,194.40399999999863,0.0,194.40399999999863
155,2,2,2,True,5475.355279999998,219.30399999999827,5256.05128,8.75,210.55399999999827,5475.355279999998,5475.355279999998,219.30399999999827,8.75,210.55399999999827
156,2,2,2,True,5473.020969999998,219.50399999999718,5253.516970000001,9.0,210.50399999999718,5473.020969999998,5473.020969999998,219.50399999999718,9.0,210.50399999999718
157,2,2,2,True,7247.1374,202.8040000000001,7044.3333999999995,3.0,199.8040000000001,7247.1374,7247.1374,202.8040000000001,3.0,199.8040000000001
158,2,2,2,True,5466.725279999999,223.90399999999863,5242.82128,9.25,214.65399999999863,5466.725279999999,5466.725279999999,223.90399999999863,9.25,214.65399999999863
159,2,2,2,True,7294.899510000001,252.15400000000045,7042.745510000001,3.25,248.90400000000045,7294.899510000001,7294.899510000001,252.15400000000045,3.25,248.90400000000045
160,2,2,2,True,11458.75463,217.2565599999998,11241.49807,0.0,217.2565599999998,11458.75463,11458.75463,217.2565599999998,0.0,217.2565599999998
161,2,2,2,True,11193.91617,253.8373300000003,10940.07884,0.0,253.8373300000003,11193.91617,11193.91617,253.8373300000003,0.0,253.8373300000003
162,2,2,2,True,10837.28492,197.23381999999947,10640.0511,0.25,196.98381999999947,10837.28492,10837.28492,197.23381999999947,0.25,196.98381999999947
163,2,2,2,True,11173.216180000001,235.82067000000097,10937.39551,0.25,235.57067000000097,11173.216180000001,11173.216180000001,235.82067000000097,0.25,235.57067000000097
164,2,2,2,True,9637.388559999998,200.00399999999718,9437.38456,2.5,197.50399999999718,9637.388559999998,9637.388559999998,200.00399999999718,2.5,197.50399999999718
165,2,2,2,True,8486.331069999997,250.30399999999645,8236.02707,2.5,247.80399999999645,8486.331069999997,8486.331069999997,250.30399999999645,2.5,247.80399999999645
166,2,2,2,True,10831.121829999998,196.40399999999863,10634.71783,0.5,195.90399999999863,10831.121829999998,10831.121829999998,196.40399999999863,0.5,195.90399999999863
167,2,2,2,True,9978.87293,245.01570999999967,9733.85722,0.75,244.26570999999967,9978.87293,9978.87293,245.01570999999967,0.75,244.26570999999967
168,2,2,2,True,10886.684169999999,253.4539999999979,10633.23017,0.75,252.7039999999979,10886.684169999999,10886.684169999999,253.4539999999979,0.75,252.7039999999979
169,2,2,2,True,9638.276249999997,206.22503999999753,9432.05121,2.75,203.47503999999753,9638.276249999997,9638.276249999997,206.22503999999753,2.75,203.47503999999753
170,2,2,2,True,9680.562520000001,249.00400000000081,9431.55852,3.0,246.00400000000081,9680.562520000001,9680.562520000001,249.00400000000081,3.0,246.00400000000081
171,2,2,2,True,11780.405669999996,249.739749999997,11530.66592,0.0,249.739749999997,11780.405669999996,11780.405669999996,249.739749999997,0.0,249.739749999997
172,2,2,2,True,6327.521079999997,198.00399999999718,6129.51708,1.75,196.25399999999718,6327.521079999997,6327.521079999997,198.00399999999718,1.75,196.25399999999718
173,2,2,2,True,9974.081079999996,246.05399999999645,9728.02708,1.0,245.05399999999645,9974.081079999996,9974.081079999996,246.05399999999645,1.0,245.05399999999645
